Topic	Subtopic	Description	Educational_Level	Depth_Level	Domain	Difficulty	Duration_Hours	Is_Core	Pedagogical_Order	MCAT_Relevant	Prerequisites	Learning_Objectives	Assessment_Methods	Source_Books
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1413	No	Astronomy 2e_undergraduate_15_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1414	No	Astronomy 2e_undergraduate_17_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1415	No	Astronomy 2e_undergraduate_18_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1416	No	Astronomy 2e_undergraduate_19_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1417	No	Astronomy 2e_undergraduate_20_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1418	No	Astronomy 2e_undergraduate_21_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1419	No	Astronomy 2e_undergraduate_22_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1420	No	Astronomy 2e_undergraduate_23_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1421	No	Astronomy 2e_undergraduate_24_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1422	No	Astronomy 2e_undergraduate_25_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1423	No	Astronomy 2e_undergraduate_26_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1424	No	Astronomy 2e_undergraduate_27_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1425	No	Astronomy 2e_undergraduate_28_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1426	No	Astronomy 2e_undergraduate_29_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1427	No	Astronomy 2e_undergraduate_30_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1428	No	College Physics for AP® Courses 2e_undergraduate_1_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1429	No	College Physics for AP® Courses 2e_undergraduate_2_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1430	No	College Physics for AP® Courses 2e_undergraduate_3_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1431	No	College Physics for AP® Courses 2e_undergraduate_4_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1432	No	College Physics for AP® Courses 2e_undergraduate_5_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1433	No	College Physics for AP® Courses 2e_undergraduate_6_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1434	No	College Physics for AP® Courses 2e_undergraduate_7_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1435	No	College Physics for AP® Courses 2e_undergraduate_8_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1436	No	College Physics for AP® Courses 2e_undergraduate_9_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1437	No	College Physics for AP® Courses 2e_undergraduate_10_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
